label;date;text
LONGEQ;2025-12-07;BTI 0.00%
LONGEQ;2025-12-07;BHP +0.76%
LONGEQ;2025-12-07;
LONGEQ;2025-12-07;Avg +0.30%
LONGEQ;2025-12-07;Prev days return S&P500 +0.11% 
LONGEQ;2025-12-07;
LONGEQ;2025-12-08;2025-12-08 / 08:15 - Monday
LONGEQ;2025-12-08;
LONGEQ;2025-12-08;Recs:
LONGEQ;2025-12-08;ONGC – Oil and Natural Gas Corporation Ltd
LONGEQ;2025-12-08;AU?Small Finance Bank – AU Small Finance Bank Ltd
LONGEQ;2025-12-08;MTAR – MTAR Technologies Ltd
LONGEQ;2025-12-08;Biocon – Biocon Ltd
LONGEQ;2025-12-08;Cochin – Cochin Shipyard Ltd
LONGEQ;2025-12-08;
LONGEQ;2025-12-08;Perf (prev recs):
LONGEQ;2025-12-08;(no prior recs this run)
LONGEQ;2025-12-08;
LONGEQ;2025-12-08;Avg +0.00%
LONGEQ;2025-12-08;Prev days return S&P500 +0.20% 
LONGEQ;2025-12-08;
LONGEQ;2025-12-09;2025-12-09 / 08:16 - Tuesday
LONGEQ;2025-12-09;
LONGEQ;2025-12-09;Recs:
LONGEQ;2025-12-09;NVDA – Nvidia 
LONGEQ;2025-12-09;WBD – Warner Bros. Discovery 
LONGEQ;2025-12-09;ASTR – Astera Labs 
LONGEQ;2025-12-09;IBM – IBM 
LONGEQ;2025-12-09;BR – Broadcom 
LONGEQ;2025-12-09;
LONGEQ;2025-12-09;Perf (prev recs):
LONGEQ;2025-12-09;XOM +0.00%
LONGEQ;2025-12-09;FCX +0.00%
LONGEQ;2025-12-09;COP +0.00%
LONGEQ;2025-12-09;EOG +0.00%
LONGEQ;2025-12-09;NEM +0.00%
LONGEQ;2025-12-09;
LONGEQ;2025-12-09;Avg +0.00%
LONGEQ;2025-12-09;Prev days return S&P500 ?0.35% 
LONGEQ;2025-12-09;
LONGEQ;2025-12-09;Produce daily short-term EQ trade recommendations
LONGEQ;2025-12-09;
LONGEQ;2025-12-10;2025-12-10 / 08:16 - Wednesday
LONGEQ;2025-12-10;
LONGEQ;2025-12-10;Recs:
LONGEQ;2025-12-10;NVDA – Nvidia
LONGEQ;2025-12-10;ORCL – Oracle
LONGEQ;2025-12-10;SHEL – Shell
LONGEQ;2025-12-10;BHP – BHP Group
LONGEQ;2025-12-10;RIO – Rio Tinto
LONGEQ;2025-12-10;
LONGEQ;2025-12-10;Prev days return S&P500 +0.00%
LONGEQ;2025-12-10;
LONGEQ;2025-12-11;2025?12?11 / 08:15 - Thursday
LONGEQ;2025-12-11;
LONGEQ;2025-12-11;Recs:
LONGEQ;2025-12-11;GEV - GE Vernova Inc (breakout after strong catalyst and technical momentum)
LONGEQ;2025-12-11;PLTR - Palantir Technologies (recent contract win and positive flow)
LONGEQ;2025-12-11;SATS - EchoStar Corp (premarket strength and sector interest)
LONGEQ;2025-12-11;AVTR - Avantor Inc (premarket gains signaling momentum)
LONGEQ;2025-12-11;FSLR - First Solar (sector news on project supply momentum)
LONGEQ;2025-12-11;
LONGEQ;2025-12-11;Prev days return S&P500 +0.67%
LONGEQ;2025-12-11;
LONGEQ;2025-12-12;2025?12?12 / 08:15 - Friday
LONGEQ;2025-12-12;
LONGEQ;2025-12-12;Recs:
LONGEQ;2025-12-12;NVDA - Nvidia (momentum from AI demand and trading strength)
LONGEQ;2025-12-12;MSFT - Microsoft (strong cloud earnings sentiment driving flow)
LONGEQ;2025-12-12;TSLA - Tesla (price breakout and volume spike)
LONGEQ;2025-12-12;BAC - Bank of America (financials strength on rates outlook)
LONGEQ;2025-12-12;XOM - Exxon Mobil (energy sector rebound)
LONGEQ;2025-12-12;
LONGEQ;2025-12-12;Prev days return S&P500 +0.30%
LONGEQ;2025-12-12;
LONGEQ;2025-12-13;2025?12?13 / 08:15 - Saturday
LONGEQ;2025-12-13;
LONGEQ;2025-12-13;Recs:
LONGEQ;2025-12-13;COIN - Coinbase Global Inc (crypto?equity trading interest rising)
LONGEQ;2025-12-13;CVX - Chevron Corp (analyst forecasts and capex catalyst)
LONGEQ;2025-12-13;CRON - Cronos Group Inc (cannabis sector buzz on rescheduling)
LONGEQ;2025-12-13;INTU - Intuit Inc (AI and targets ahead of earnings)
LONGEQ;2025-12-13;ALNT - Allient Corp (bullish industrial tech signal)
LONGEQ;2025-12-13;
LONGEQ;2025-12-13;Prev days return S&P500 ?1.07%
LONGEQ;2025-12-13;
LONGEQ;2025-12-14;2025?12?14 / 08:15 - Sunday
LONGEQ;2025-12-14;
LONGEQ;2025-12-14;Recs:
LONGEQ;2025-12-14;TSLA - Tesla Inc (momentum from positive technical and product catalysts)
LONGEQ;2025-12-14;GE - GE Aerospace (industrial strength and near buy point on recent flow)
LONGEQ;2025-12-14;LLY - Eli Lilly & Co (healthcare resilience and data?driven upside)
LONGEQ;2025-12-14;JPM - JPMorgan Chase & Co (financials strength amid rotation)
LONGEQ;2025-12-14;WBD - Warner Bros Discovery (takeover bid driving elevated activity)
LONGEQ;2025-12-14;
LONGEQ;2025-12-14;Prev days return S&P500 ?1.07%
LONGEQ;2025-12-14;
LONGEQ;2025-12-15;2025-12-15 / 08:15 - Monday
LONGEQ;2025-12-15;
LONGEQ;2025-12-15;Recs:
LONGEQ;2025-12-15;BAC – Bank of America Corp (record highs and Fed rate cut narrative driving financial flows) 
LONGEQ;2025-12-15;WBD – Warner Bros Discovery (takeover battle boosting share activity) 
LONGEQ;2025-12-15;IBM – International Business Machines (acquisition news lifting tech sentiment) 
LONGEQ;2025-12-15;COIN – Coinbase Global Inc (crypto-linked equities moving with Bitcoin strength) 
LONGEQ;2025-12-15;CRH – CRH plc (S&P 500 inclusion announcement lifting name) 
LONGEQ;2025-12-15;
LONGEQ;2025-12-15;Prev days return S&P500 -1.07% 
LONGEQ;2025-12-15;
LONGEQ;2025-12-16;2025-12-16 / 08:15 - Tuesday
LONGEQ;2025-12-16;
LONGEQ;2025-12-16;Recs:
LONGEQ;2025-12-16;SNDK - Sandisk (after?hours move suggests upside into open) 
LONGEQ;2025-12-16;HD - Home Depot (retail strength catalysts ahead of open) 
LONGEQ;2025-12-16;CVNA - Carvana (continued momentum and analyst interest) 
LONGEQ;2025-12-16;LRCX - Lam Research (raised target and momentum into morning) 
LONGEQ;2025-12-16;DIS - Walt Disney (insider buy and narrative update) 
LONGEQ;2025-12-16;
LONGEQ;2025-12-16;Prev day S&P500 return -0.16% (index slipped as markets awaited data) 
LONGEQ;2025-12-16;
LONGEQ;2025-12-17;2025-12-17 / 08:20 - Wednesday
LONGEQ;2025-12-17;
LONGEQ;2025-12-17;Recs:
LONGEQ;2025-12-17;TSLA – Tesla Inc (closed at record high yesterday, momentum signal) 
LONGEQ;2025-12-17;BAC – Bank of America Corp (analyst catalysts and financial flows) 
LONGEQ;2025-12-17;KO – Coca-Cola Co (analyst target upgrades and defensive demand) 
LONGEQ;2025-12-17;XOM – Exxon Mobil Corp (oil price strength from geopolitical tension) 
LONGEQ;2025-12-17;META – Meta Platforms Inc (AI strategy outlook supportive) 
LONGEQ;2025-12-17;
LONGEQ;2025-12-17;Prev days return S&P500 -0.24% (index slid on mixed jobs data) 
LONGEQ;2025-12-17;
LONGEQ;2025-12-18;2025-12-18 / 08:15 - Thursday
LONGEQ;2025-12-18;
LONGEQ;2025-12-18;Recs:
LONGEQ;2025-12-18;HD – Home Depot (after?hours strength ahead of CPI data) 
LONGEQ;2025-12-18;UNH – UnitedHealth Group (analyst forecasts positive into open) 
LONGEQ;2025-12-18;WFC – Wells Fargo (outperformed market on broader slide) 
LONGEQ;2025-12-18;BSX – Boston Scientific (closed higher with bullish analyst tone) 
LONGEQ;2025-12-18;MU – Micron Technology (earnings beat and strong guidance) 
LONGEQ;2025-12-18;
LONGEQ;2025-12-18;Prev days return S&P500 -1.2% (tech sell?off hurting broader indices) 
LONGEQ;2025-12-18;
LONGEQ;2025-12-19;2025?12?19 / 08:15 - Friday
LONGEQ;2025-12-19;
LONGEQ;2025-12-19;Recs:
LONGEQ;2025-12-19;SOFI - SoFi Technologies (crypto/payments launch lifted after?hours flow) 
LONGEQ;2025-12-19;RTX - RTX Corp (defense contract news supports upside) 
LONGEQ;2025-12-19;MRK - Merck (analyst calls and after?hours strength) 
LONGEQ;2025-12-19;TMUS - T?Mobile US (wireless sector momentum persists) 
LONGEQ;2025-12-19;BAC - Bank of America (after?hours move ahead of session) 
LONGEQ;2025-12-19;
LONGEQ;2025-12-20;2025-12-20 / 08:15 - Saturday
LONGEQ;2025-12-20;
LONGEQ;2025-12-20;Recs:
LONGEQ;2025-12-20;NVDA - Nvidia Corp (buyers react to possible China AI chip sales approval) 
LONGEQ;2025-12-20;SNPS - Synopsys Inc (after?hours momentum ahead of session) 
LONGEQ;2025-12-20;MU - Micron Technology (earnings strength lifting futures) 
LONGEQ;2025-12-20;ORCL - Oracle Corp (rebound and tech sector support) 
LONGEQ;2025-12-20;GS - Goldman Sachs (market breadth rebound and banking strength) 
LONGEQ;2025-12-20;
LONGEQ;2025-12-20;Objective data delivered.
LONGEQ;2025-12-20;
LONGEQ;2025-12-21;2025?12?21 / 08:16 - Sunday
LONGEQ;2025-12-21;
LONGEQ;2025-12-21;Recs:
LONGEQ;2025-12-21;NVDA - Nvidia (tech/AI sector leading recent upside on Nasdaq strength) 
LONGEQ;2025-12-21;AVGO - Broadcom (AI/semiconductor segment gaining momentum) 
LONGEQ;2025-12-21;ORCL - Oracle (strong moves on partnership news) 
LONGEQ;2025-12-21;DBSYY - DBS Group Holdings (record highs & bank sector strength Asia) 
LONGEQ;2025-12-21;BN4 - Keppel Ltd (buyback/capital redeployment focus) 
LONGEQ;2025-12-21;
LONGEQ;2025-12-22;2025-12-22 / 08:16 - Monday
LONGEQ;2025-12-22;
LONGEQ;2025-12-22;Recs:
LONGEQ;2025-12-22;AAPL - Apple Inc (pre?market strength after volume finish last week) 
LONGEQ;2025-12-22;COST - Costco Wholesale (analyst focus and earnings context pre?open) 
LONGEQ;2025-12-22;WMT - Walmart Inc (pre?market catalysts ahead of open) 
LONGEQ;2025-12-22;MA - Mastercard Inc (positive pre?market outlook) 
LONGEQ;2025-12-22;INFY - Infosys Ltd (Indian markets up with strong tech and foreign inflows) 
LONGEQ;2025-12-22;
LONGEQ;2025-12-23;2025-12-23 / 08:15 - Tuesday
LONGEQ;2025-12-23;
LONGEQ;2025-12-23;Recs:
LONGEQ;2025-12-23;GS - Goldman Sachs (shares holding near highs after hours ahead of open) 
LONGEQ;2025-12-23;CRM - Salesforce (steady after Evercore top-pick call) 
LONGEQ;2025-12-23;HL - Hecla Mining (surge on S&P MidCap 400 inclusion + metals strength) 
LONGEQ;2025-12-23;NVDA - Nvidia (tech strength supporting markets in holiday rally) 
LONGEQ;2025-12-23;WBD - Warner Bros Discovery (deal activity and takeover bid drama) 
LONGEQ;2025-12-23;
LONGEQ;2025-12-24;2025?12?24 / 08:16 - Wednesday
LONGEQ;2025-12-24;
LONGEQ;2025-12-24;Recs:
LONGEQ;2025-12-24;NVDA - Nvidia (tech strength leading record S&P 500 rally) 
LONGEQ;2025-12-24;GOOGL - Alphabet (tech gains following broad market rally) 
LONGEQ;2025-12-24;BRK.B - Berkshire Hathaway (broad market exposure in risk?on rally) 
LONGEQ;2025-12-24;MCH - Masan Consumer (prospect of major index listing momentum) 
LONGEQ;2025-12-24;KR - Kroger (expanded buyback supports near?term upside) 
LONGEQ;2025-12-24;
LONGEQ;2025-12-25;2025-12-25 / 08:15 - Thursday
LONGEQ;2025-12-25;
LONGEQ;2025-12-25;Recs:
LONGEQ;2025-12-25;NVIDIA (NVDA) - AI sector strength fueling broad market rally and record highs, likely momentum carry?over today. 
LONGEQ;2025-12-25;Marvell Technology (MRVL) - recent strong performance within tech led Nasdaq gains on holiday week. 
LONGEQ;2025-12-25;Nike (NKE) - key contributor to recent Dow rally suggests continued strength. 
LONGEQ;2025-12-25;Merck & Co (MRK) - defensive/health exposure gaining in recent positive session. 
LONGEQ;2025-12-25;Howmet Aerospace (HWM) - acquisition news and technical break setup suggest near?term upside. 
LONGEQ;2025-12-25;
LONGEQ;2025-12-26;2025-12-26 / 08:15 - Friday
LONGEQ;2025-12-26;
LONGEQ;2025-12-26;Recs:
LONGEQ;2025-12-26;NVDA - Nvidia (AI demand driving indices and record highs into open) 
LONGEQ;2025-12-26;NKE - Nike (among top Dow gainers on current market action) 
LONGEQ;2025-12-26;MRK - Merck (top Dow gainer with defensive pharma strength) 
LONGEQ;2025-12-26;DIS - Walt Disney (Dow strength and recovery momentum) 
LONGEQ;2025-12-26;GS - Goldman Sachs (financials strong in current market moves) 
LONGEQ;2025-12-26;
LONGEQ;2025-12-27;2025-12-27 / 08:15 - Saturday
LONGEQ;2025-12-27;
LONGEQ;2025-12-27;NVDA - Nvidia (AI sector leadership and buy?zone action into year?end market momentum) 
LONGEQ;2025-12-27;GOOGL - Alphabet (tech strength contributing to record highs and Santa Claus rally backdrop) 
LONGEQ;2025-12-27;LRCX - Lam Research (semiconductor demand and recent technical support) 
LONGEQ;2025-12-27;FCX - Freeport?McMoRan (copper and metals up on record prices benefiting miners) 
LONGEQ;2025-12-27;NKE - Nike (positive stock movement amid market strength and insider buying) 
LONGEQ;2025-12-27;
LONGEQ;2025-12-28;2025-12-28 / 08:16 - Sunday
LONGEQ;2025-12-28;
LONGEQ;2025-12-28;Recs:
LONGEQ;2025-12-28;NVDA - Nvidia (AI leadership near buy zone supported by recent rally and market optimism) 
LONGEQ;2025-12-28;TSLA - Tesla (in buy area with momentum from delivery data expectations) 
LONGEQ;2025-12-28;TGT - Target (recent hedge fund stake and price strength) 
LONGEQ;2025-12-28;FCX - Freeport?McMoRan (miner gains with metals up and record precious metals) 
LONGEQ;2025-12-28;BAC - Bank of America (analyst upgrades and moderate buy sentiment) 
LONGEQ;2025-12-28;
LONGEQ;2025-12-29;2025-12-29 / 08:16 - Monday
LONGEQ;2025-12-29;
LONGEQ;2025-12-29;Recs:
LONGEQ;2025-12-29;NVDA - Nvidia (futures in buy area on positive market sentiment and AI momentum) 
LONGEQ;2025-12-29;TSLA - Tesla (technical support with catalyst from deliveries and robotaxi narrative) 
LONGEQ;2025-12-29;PAAS - Pan American Silver (precious metals strength on rate cut expectations) 
LONGEQ;2025-12-29;DEC - Diversified Energy (ongoing buybacks reduce float) 
LONGEQ;2025-12-29;ROIV - Roivant Sciences (insider confidence and growth profile) 
LONGEQ;2025-12-29;
LONGEQ;2025-12-30;2025-12-30 / 08:15 - Tuesday
LONGEQ;2025-12-30;
LONGEQ;2025-12-30;Recs:
LONGEQ;2025-12-30;RIL - Reliance Industries (news attention, expected volatility on local and energy plays) 
LONGEQ;2025-12-30;FCX - Freeport?McMoRan (commodities strength amid metals and oil moves) 
LONGEQ;2025-12-30;CNA - Ciena (networking names highlighted as AI?linked picks) 
LONGEQ;2025-12-30;GLW - Corning (optical/communications demand noted in sector rotation) 
LONGEQ;2025-12-30;FSLR - First Solar (energy theme with defensive bid in risk?off markets) 
LONGEQ;2025-12-30;
LONGEQ;2025-12-30;Sources reflect latest global market conditions and sector signals. 
LONGEQ;2025-12-30;
LONGEQ;2025-12-31;2025-12-31 / 08:16 - Wednesday
LONGEQ;2025-12-31;
LONGEQ;2025-12-31;"NVDA - Nvidia (seasonal rally persists despite tech softness; short-term rebound potential) "
LONGEQ;2025-12-31;META - Meta Platforms (acquisition news lifting shares in thin holiday trade) 
LONGEQ;2025-12-31;FCX - Freeport?McMoRan (industrial metals up on strong global demand) 
LONGEQ;2025-12-31;GLD (ETF) - SPDR Gold Shares (gold up as safe?haven amid low liquidity and rate context) 
LONGEQ;2025-12-31;SLV (ETF) - iShares Silver Trust (silver strength and record momentum) 
LONGEQ;2025-12-31;
LONGEQ;2025-12-31;Access denied for Google Calendar
LONGEQ;2025-12-31;
LONGEQ;2026-01-02;2026-01-02 / 08:15 - Friday
LONGEQ;2026-01-02;
LONGEQ;2026-01-02;Recs:
LONGEQ;2026-01-02;NVDA - Nvidia (AI leadership benefiting from global tech rally) 
LONGEQ;2026-01-02;BIDU - Baidu (strong gap and AI spin?off catalyst in Asia session) 
LONGEQ;2026-01-02;FCX - Freeport?McMoRan (commodities supported amid broad risk?on sentiment) 
LONGEQ;2026-01-02;CLF - Cleveland?Cliffs (industrial/rare?earth move showing strong breakout) 
LONGEQ;2026-01-02;SLV - iShares Silver Trust (precious metals extended rally into trade) 
LONGEQ;2026-01-02;
LONGEQ;2026-01-02;Objective news suggests broad risk appetite and tech/commodity strength at market open. 
LONGEQ;2026-01-02;
LONGEQ;2026-01-03;2026-01-03 / 08:16 - Saturday
LONGEQ;2026-01-03;
LONGEQ;2026-01-03;NVDA - Nvidia (chip stocks leading global opening on AI?driven optimism) 
LONGEQ;2026-01-03;MU - Micron Technology (semiconductor strength supporting market gains) 
LONGEQ;2026-01-03;BA - Boeing (aerospace showing technical resilience amid sector interest) 
LONGEQ;2026-01-03;FRES - Fresnillo (mining/precious metals outperforming with FTSE momentum) 
LONGEQ;2026-01-03;COAL - Coal India (fresh foreign participation lifting shares to new highs) 
LONGEQ;2026-01-03;
LONGEQ;2026-01-04;2026?01?04 / 08:15 ? Sunday
LONGEQ;2026-01-04;
LONGEQ;2026-01-04;NVDA?– Nvidia (global equities rally on AI?led strength, bid support) 
LONGEQ;2026-01-04;AMD?– Advanced Micro Devices (tech gains lift chip sector sentiment) 
LONGEQ;2026-01-04;SILV?– ETF (silver demand and precious metals up sharply) 
LONGEQ;2026-01-04;FCX?– Freeport?McMoRan (industrial metals strong on demand and pricing) 
LONGEQ;2026-01-04;BABA?– Alibaba (China markets strong on tech rally and trade optimism) 
LONGEQ;2026-01-04;
LONGEQ;2026-01-05;2026?01?05 / 08:15 - Monday
LONGEQ;2026-01-05;
LONGEQ;2026-01-05;NVDA - Nvidia (global markets rally and AI demand lift chip equities) 
LONGEQ;2026-01-05;005930 - Samsung Electronics (Asian indices jump on tech optimism) 
LONGEQ;2026-01-05;ASML - ASML Holding (equipment demand tied to AI expansion) 
LONGEQ;2026-01-05;RIO - Rio Tinto (miners buoyed by risk appetite and commodity flows) 
LONGEQ;2026-01-05;LSEG - London Stock Exchange Group (FTSE strength supports UK financials) 
LONGEQ;2026-01-05;
LONGEQ;2026-01-06;2026?01?06 / 08:15 - Tuesday
LONGEQ;2026-01-06;
LONGEQ;2026-01-06;CHEVRON - Energy stocks up on geopolitical shift and Venezuelan oil upside 
LONGEQ;2026-01-06;GOLDMAN - Goldman Sachs (financials leading Dow gains after record rally) 
LONGEQ;2026-01-06;TESLA - Tesla (auto/tech sector rebound in U.S. futures) 
LONGEQ;2026-01-06;APPLIED - Applied Materials (semiconductor demand rising in Asia markets) 
LONGEQ;2026-01-06;HALLIBURTON - Halliburton (oilfield services surging with energy rally) 
LONGEQ;2026-01-06;
LONGEQ;2026-01-07;2026?01?07 / 08:16 - Wednesday
LONGEQ;2026-01-07;
LONGEQ;2026-01-07;AMZN - Amazon (US stocks at record highs led by broad market gains) 
LONGEQ;2026-01-07;SNDK - Sandisk (data storage stocks leading rally with outsized gains) 
LONGEQ;2026-01-07;STX - Seagate Technology (tech sector strength driving above?average performance) 
LONGEQ;2026-01-07;MCHP - Microchip Technology (chip stocks up on upgrades and momentum) 
LONGEQ;2026-01-07;JPM - JPMorgan Chase (financials strong on yield environment and earnings focus) 
LONGEQ;2026-01-07;
LONGEQ;2026-01-08;2026-01-08 / 08:15 - Thursday
LONGEQ;2026-01-08;
LONGEQ;2026-01-08;LLY - Eli Lilly (breakout strength after sector leadership in healthcare) 
LONGEQ;2026-01-08;GOOGL - Alphabet (outperformed amid mixed market sentiment) 
LONGEQ;2026-01-08;WTI - US Oil Fund (oil prices stabilizing after volatility) 
LONGEQ;2026-01-08;KS11 - KOSPI Index ETF (South Korea shares hit fresh record highs) 
LONGEQ;2026-01-08;AUS - ASX 200 ETF (Australian tech and healthcare led gains) 
LONGEQ;2026-01-08;
LONGEQ;2026-01-09;2026-01-09 / 08:15 - Friday
LONGEQ;2026-01-09;
LONGEQ;2026-01-09;NOC – Northrop Grumman (defense stocks rally on proposed $1.5T budget and new Navy contract) 
LONGEQ;2026-01-09;LMT – Lockheed Martin (defense outperformance as military spending expectations rise) 
LONGEQ;2026-01-09;RTX – RTX Corp (defense sector strength lifts major contractor shares) 
LONGEQ;2026-01-09;GBUS – Globus Medical (beats sales/outlook, shares showing strong early momentum) 
LONGEQ;2026-01-09;COST – Costco (analyst reiteration and stock climbing in early market) 
LONGEQ;2026-01-09;
LONGEQ;2026-01-10;2026?01?10 / 08:15 - Saturday
LONGEQ;2026-01-10;
LONGEQ;2026-01-10;JPM?–?JPMorgan?Chase (financials strong as U.S. indices hit new highs) 
LONGEQ;2026-01-10;INTC?–?Intel (shares up after government support and meeting with leaders) 
LONGEQ;2026-01-10;VST?–?Vistra?Energy (pre?market top gainer on energy optimism) 
LONGEQ;2026-01-10;LEN?–?Lennar (homebuilders rallied after mortgage bond plan) 
LONGEQ;2026-01-10;RSG?–?Republic?Services (pre?market volume leader among gainers) 
LONGEQ;2026-01-10;
LONGEQ;2026-01-11;2026-01-11 / 08:15 - Sunday
LONGEQ;2026-01-11;
LONGEQ;2026-01-11;JPM - JPMorgan Chase (banks expected to report higher profits, financials strong) 
LONGEQ;2026-01-11;GS - Goldman Sachs (banks in buy zones as markets hit records) 
LONGEQ;2026-01-11;STX - Seagate Technology (AI/data storage breakout momentum) 
LONGEQ;2026-01-11;BAE - BAE Systems (defense stocks at record highs on military spending) 
LONGEQ;2026-01-11;LEN - Lennar (pre?market gainer with strong early trend) 
LONGEQ;2026-01-11;
LONGEQ;2026-01-12;2026?01?12 / 08:15 - Monday
LONGEQ;2026-01-12;
LONGEQ;2026-01-12;JPM - JPMorgan (futures fall but earnings catalyst this week) 
LONGEQ;2026-01-12;GS - Goldman Sachs (earnings watch supports upside) 
LONGEQ;2026-01-12;TSMC - Taiwan Semiconductor (earnings focus, buy zone cited) 
LONGEQ;2026-01-12;VST - Vistra Energy (energy strength noted in premarket) 
LONGEQ;2026-01-12;HD - Home Depot (recent top gainer, consumer resilience) 
LONGEQ;2026-01-12;
LONGEQ;2026-01-12;Produce daily short-term EQ trade recommendations
LONGEQ;2026-01-12;
LONGEQ;2026-01-13;2026?01?13 / 08:15 - Tuesday
LONGEQ;2026-01-13;
LONGEQ;2026-01-13;NVDA - Nvidia (futures recovery and breakout signals in pre?market movers) 
LONGEQ;2026-01-13;TSLA - Tesla (technical regain of key levels noted alongside major futures news) 
LONGEQ;2026-01-13;WMT - Walmart (breakout past consolidation buy point in pre?market action) 
LONGEQ;2026-01-13;ADV - Advantest (Japan record highs supporting tech sector strength) 
LONGEQ;2026-01-13;AKAM - Akamai Technologies (gained recently in top mover lists) 
LONGEQ;2026-01-13;
LONGEQ;2026-01-14;2026?01?14 / 08:16 - Wednesday
LONGEQ;2026-01-14;
LONGEQ;2026-01-14;AHMA - Ambitions Enterprise Management (strong premarket gains) 
LONGEQ;2026-01-14;ATON - AlphaTON Capital (high volatility premarket breakout) 
LONGEQ;2026-01-14;XAIR - Beyond Air (major premarket upside move) 
LONGEQ;2026-01-14;DCOY - Decoy Therapeutics (notable pre?market momentum) 
LONGEQ;2026-01-14;BCTX - BriaCell Therapeutics (significant pre?market percentage gain) 
LONGEQ;2026-01-14;
LONGEQ;2026-01-15;2026?01?15 / 08:15 - Thursday
LONGEQ;2026-01-15;
LONGEQ;2026-01-15;WDC - Western Digital (memory stock inflows from AI demand) 
LONGEQ;2026-01-15;SNDK - Sandisk (analyst calls for follow?through gains after surge) 
LONGEQ;2026-01-15;GOOGL - Alphabet (AI execution beating expectations) 
LONGEQ;2026-01-15;LHX - L3Harris Technologies (defense spending support) 
LONGEQ;2026-01-15;MOD - Moderna (strong healthcare earnings momentum) 
LONGEQ;2026-01-15;
LONGEQ;2026-01-16;2026?01?16 / 08:15 - Friday
LONGEQ;2026-01-16;
LONGEQ;2026-01-16;NVDA - Nvidia (AI demand and strong chip earnings support short?term upside) 
LONGEQ;2026-01-16;TSM - Taiwan Semiconductor (robust profits driving sector momentum) 
LONGEQ;2026-01-16;GS - Goldman Sachs (recent earnings beat and M&A optimism) 
