date;time;strategy;ticker;side;confidence;reasoning
2025-10-13;;daily_sentiment;DJT;short;68;
2025-10-13;;daily_sentiment;JEF;short;62;
2025-10-13;;daily_sentiment;MS;short;63;
2025-10-13;;daily_sentiment;MSFT;short;68;
2025-10-13;;daily_sentiment;NVDA;long;64;
2025-10-13;;daily_top5;DJT;long;68;
2025-10-13;;daily_top5;JEF;long;62;
2025-10-13;;daily_top5;MS;long;63;
2025-10-13;;daily_top5;MSFT;long;68;
2025-10-13;;daily_top5;NVDA;long;64;
2025-10-14;;longeq;AMD;long;;Advanced Micro Devices, Inc.
2025-10-14;;longeq;AZN.ST;long;;AstraZeneca PLC
2025-10-14;;longeq;ERIC;long;;Telefonaktiebolaget LM Ericsson
2025-10-14;;longeq;MP;long;;MP Materials Corp.
2025-10-14;;longeq;SAAB;long;;B.ST – Saab AB
2025-10-16;;longeq;NIBE;long;;B.ST – Nibe Industrier
2025-10-16;;longeq;SHEL;long;;Shell
2025-10-16;;longeq;SPOT;long;;Spotify Technology
2025-10-16;;longeq;TSLA;long;;Tesla
2025-10-16;;longeq;VOLV;long;;B.ST – Volvo
2025-10-18;;longeq;AAPL;long;;Apple
2025-10-18;;longeq;ERIC;long;;Ericsson
2025-10-18;;longeq;ORCL;long;;Oracle
2025-10-18;;longeq;RIO;long;;Rio Tinto
2025-10-18;;longeq;SAND.ST;long;;Sandvik
2025-10-19;;longeq;BP;long;;BP Plc
2025-10-19;;longeq;EVO.ST;long;;Evolution AB
2025-10-19;;longeq;MSFT;long;;Microsoft
2025-10-19;;longeq;NVO;long;;Novo Nordisk
2025-10-19;;longeq;SKF;long;;B.ST – SKF
2025-10-21;;longeq;AAPL;long;;Apple
2025-10-21;;longeq;ERIC;long;;Ericsson
2025-10-21;;longeq;RIO;long;;Rio Tinto
2025-10-21;;longeq;SHEL;long;;Shell
2025-10-21;;longeq;TSLA;long;;Tesla
2025-10-22;;longeq;AAPL;long;;Apple Inc
2025-10-22;;longeq;SAABB;long;;Saab AB
2025-10-22;;longeq;SHEL;long;;Shell plc
2025-10-27;;daily_sentiment;AAL;long;62;
2025-10-27;;daily_sentiment;AMD;long;64;
2025-10-27;;daily_sentiment;DYNE;short;67;
2025-10-27;;daily_sentiment;HON;long;63;
2025-10-27;;daily_sentiment;LULU;short;60;
2025-10-27;;daily_sentiment;MSFT;long;63;
2025-10-27;;daily_sentiment;NVDA;short;56;
2025-10-27;;daily_sentiment;PFE;short;60;
2025-10-27;;daily_sentiment;PFE;short;60;
2025-10-27;;daily_sentiment;TSLA;short;62;
2025-10-27;;daily_top5;AAL;long;62;
2025-10-27;;daily_top5;AMD;long;64;
2025-10-27;;daily_top5;DYNE;long;67;
2025-10-27;;daily_top5;HON;long;63;
2025-10-27;;daily_top5;LULU;long;60;
2025-10-27;;daily_top5;MSFT;long;63;
2025-10-27;;daily_top5;NVDA;long;56;
2025-10-27;;daily_top5;PFE;long;60;
2025-10-27;;daily_top5;PFE;long;60;
2025-10-27;;daily_top5;TSLA;long;62;
2025-10-28;;daily_sentiment;AAPL;short;58;
2025-10-28;;daily_sentiment;AMD;short;55;
2025-10-28;;daily_sentiment;DYNE;long;58;
2025-10-28;;daily_sentiment;LULU;long;56;
2025-10-28;;daily_sentiment;NVDA;long;62;
2025-10-28;;daily_top5;AAPL;long;58;
2025-10-28;;daily_top5;AMD;long;55;
2025-10-28;;daily_top5;DYNE;long;58;
2025-10-28;;daily_top5;LULU;long;56;
2025-10-28;;daily_top5;NVDA;long;62;
2025-10-29;;daily_sentiment;AMZN;long;56;
2025-10-29;;daily_sentiment;MSFT;long;65;
2025-10-29;;daily_sentiment;NVDA;long;58;
2025-10-29;;daily_sentiment;PYPL;short;58;
2025-10-29;;daily_sentiment;UAL;long;58;
2025-10-29;;daily_top5;AMZN;long;56;
2025-10-29;;daily_top5;MSFT;long;65;
2025-10-29;;daily_top5;NVDA;long;58;
2025-10-29;;daily_top5;PYPL;long;58;
2025-10-29;;daily_top5;UAL;long;58;
2025-10-30;;daily_sentiment;CAT;long;57;
2025-10-30;;daily_sentiment;CVNA;short;62;
2025-10-30;;daily_sentiment;MSFT;long;60;
2025-10-30;;daily_sentiment;NOW;long;55;
2025-10-30;;daily_sentiment;SBUX;short;58;
2025-10-30;;daily_top5;CAT;long;57;
2025-10-30;;daily_top5;CVNA;long;62;
2025-10-30;;daily_top5;MSFT;long;60;
2025-10-30;;daily_top5;NOW;long;55;
2025-10-30;;daily_top5;SBUX;long;58;
2025-10-31;;daily_sentiment;AMZN;long;62;
2025-10-31;;daily_sentiment;CAT;long;57;
2025-10-31;;daily_sentiment;EL;short;68;
2025-10-31;;daily_sentiment;NFLX;long;62;
2025-10-31;;daily_sentiment;RBLX;short;60;
2025-10-31;;daily_top5;AMZN;long;62;
2025-10-31;;daily_top5;CAT;long;57;
2025-10-31;;daily_top5;EL;long;68;
2025-10-31;;daily_top5;NFLX;long;62;
2025-10-31;;daily_top5;RBLX;long;60;
2025-11-01;;daily_sentiment;AMZN;short;60;
2025-11-01;;daily_sentiment;EL;neutral;35;
2025-11-01;;daily_sentiment;LRCX;long;60;
2025-11-01;;daily_sentiment;MSFT;long;64;
2025-11-01;;daily_sentiment;NFLX;short;57;
2025-11-01;;daily_sentiment;NVDA;long;60;
2025-11-01;;daily_sentiment;NXPI;short;60;
2025-11-01;;daily_sentiment;RBLX;long;58;
2025-11-01;;daily_top5;AMZN;long;60;
2025-11-01;;daily_top5;EL;long;35;
2025-11-01;;daily_top5;LRCX;long;60;
2025-11-01;;daily_top5;MSFT;long;64;
2025-11-01;;daily_top5;NFLX;long;57;
2025-11-01;;daily_top5;NVDA;long;60;
2025-11-01;;daily_top5;NXPI;long;60;
2025-11-01;;daily_top5;RBLX;long;58;
2025-11-02;;daily_sentiment;AAPL;long;55;
2025-11-02;;daily_sentiment;AMZN;long;58;
2025-11-02;;daily_sentiment;DIS;short;63;
2025-11-02;;daily_sentiment;EL;short;68;
2025-11-02;;daily_sentiment;META;short;62;
2025-11-02;;daily_sentiment;MSFT;long;55;
2025-11-02;;daily_sentiment;NVDA;long;65;
2025-11-02;;daily_sentiment;QCOM;long;64;
2025-11-02;;daily_top5;AAPL;long;55;
2025-11-02;;daily_top5;AMZN;long;58;
2025-11-02;;daily_top5;DIS;long;63;
2025-11-02;;daily_top5;EL;long;68;
2025-11-02;;daily_top5;META;long;62;
2025-11-02;;daily_top5;MSFT;long;55;
2025-11-02;;daily_top5;NVDA;long;65;
2025-11-02;;daily_top5;QCOM;long;64;
2025-11-03;;daily_sentiment;AAPL;short;58;
2025-11-03;;daily_sentiment;AMZN;long;60;
2025-11-03;;daily_sentiment;GOOG;long;62;
2025-11-03;;daily_sentiment;MSFT;long;62;
2025-11-03;;daily_sentiment;NVDA;long;63;
2025-11-03;;daily_top5;AAPL;long;58;
2025-11-03;;daily_top5;AMZN;long;60;
2025-11-03;;daily_top5;GOOG;long;62;
2025-11-03;;daily_top5;MSFT;long;62;
2025-11-03;;daily_top5;NVDA;long;63;
2025-11-04;;daily_sentiment;AMD;long;58;
2025-11-04;;daily_sentiment;AMZN;short;58;
2025-11-04;;daily_sentiment;NVDA;long;68;
2025-11-04;;daily_sentiment;PTON;short;62;
2025-11-04;;daily_sentiment;SPOT;short;60;
2025-11-04;;daily_top5;AMD;long;58;
2025-11-04;;daily_top5;AMZN;long;58;
2025-11-04;;daily_top5;NVDA;long;68;
2025-11-04;;daily_top5;PTON;long;62;
2025-11-04;;daily_top5;SPOT;long;60;
2025-11-05;;daily_sentiment;AMD;long;64;
2025-11-05;;daily_sentiment;AMZN;short;63;
2025-11-05;;daily_sentiment;NVDA;long;62;
2025-11-05;;daily_sentiment;PZZA;short;58;
2025-11-05;;daily_sentiment;RIVN;short;65;
2025-11-05;;daily_top5;AMD;long;64;
2025-11-05;;daily_top5;AMZN;long;63;
2025-11-05;;daily_top5;NVDA;long;62;
2025-11-05;;daily_top5;PZZA;long;58;
2025-11-05;;daily_top5;RIVN;long;65;
2025-11-06;;daily_sentiment;AMZN;neutral;60;
2025-11-06;;daily_sentiment;COST;long;62;
2025-11-06;;daily_sentiment;LYFT;short;62;
2025-11-06;;daily_sentiment;RBLX;short;62;
2025-11-06;;daily_sentiment;ROKU;short;57;
2025-11-06;;daily_top5;AMZN;long;60;
2025-11-06;;daily_top5;COST;long;62;
2025-11-06;;daily_top5;LYFT;long;62;
2025-11-06;;daily_top5;RBLX;long;62;
2025-11-06;;daily_top5;ROKU;long;57;
2025-11-06;;longeq;ERIC;long;;B.ST – Ericsson B
2025-11-06;;longeq;SAAB;long;;B.ST – Saab AB
2025-11-06;;longeq;SECU;long;;B.ST – Securitas AB
2025-11-06;;longeq;TELIA.ST;long;;Telia Company
2025-11-06;;longeq;VOLV;long;;B.ST – AB Volvo B
2025-11-07;;daily_sentiment;AMZN;long;62;
2025-11-07;;daily_sentiment;DASH;long;55;
2025-11-07;;daily_sentiment;EXPE;short;58;
2025-11-07;;daily_sentiment;LYFT;short;62;
2025-11-07;;daily_sentiment;MCD;long;63;
2025-11-07;;daily_top5;AMZN;long;62;
2025-11-07;;daily_top5;DASH;long;55;
2025-11-07;;daily_top5;EXPE;long;58;
2025-11-07;;daily_top5;LYFT;long;62;
2025-11-07;;daily_top5;MCD;long;63;
2025-11-07;;longeq;ERIC;long;;B.ST – Ericsson B
2025-11-07;;longeq;NOK;long;;Nokia Corporation
2025-11-07;;longeq;SAAB;long;;B.ST – Saab AB
2025-11-07;;longeq;TELIA.ST;long;;Telia Company
2025-11-07;;longeq;VOLV;long;;B.ST – AB Volvo B
2025-11-08;;longeq;ATCO;long;;A.ST – Atlas Copco A
2025-11-08;;longeq;HEXA;long;;B.ST – Hexagon AB
2025-11-08;;longeq;INVE;long;;B.ST – Investor AB
2025-11-08;;longeq;SAND.ST;long;;Sandvik AB
2025-11-08;;longeq;SWEC;long;;B.ST – Sweco AB
2025-11-09;;longeq;ERIC;long;;B.ST – Ericsson AB B
2025-11-09;;longeq;INVE;long;;B.ST – Investor AB B
2025-11-09;;longeq;SSAB;long;;B.ST – SSAB AB B
2025-11-09;;longeq;SWEC;long;;B.ST – Sweco AB
2025-11-10;;daily_sentiment;AMD;long;62;
2025-11-10;;daily_sentiment;EXPE;long;56;
2025-11-10;;daily_sentiment;PENN;short;58;
2025-11-10;;daily_sentiment;PTON;short;58;
2025-11-10;;daily_sentiment;TSLA;short;62;
2025-11-10;;daily_top5;AMD;long;62;
2025-11-10;;daily_top5;EXPE;long;56;
2025-11-10;;daily_top5;PENN;long;58;
2025-11-10;;daily_top5;PTON;long;58;
2025-11-10;;daily_top5;TSLA;long;62;
2025-11-10;;longeq;AZN;long;;AstraZeneca plc
2025-11-10;;longeq;BOL.ST;long;;Boliden AB B
2025-11-10;;longeq;EQTAB.ST;long;;EQT AB
2025-11-11;;daily_sentiment;AMD;short;60;
2025-11-11;;daily_sentiment;CLOV;long;56;
2025-11-11;;daily_sentiment;EXPE;short;58;
2025-11-11;;daily_sentiment;NVDA;long;67;
2025-11-11;;daily_sentiment;TSLA;short;60;
2025-11-11;;daily_top5;AMD;long;60;
2025-11-11;;daily_top5;CLOV;long;56;
2025-11-11;;daily_top5;EXPE;long;58;
2025-11-11;;daily_top5;NVDA;long;67;
2025-11-11;;daily_top5;TSLA;long;60;
2025-11-11;;longeq;AZN;long;;AstraZeneca plc
2025-11-11;;longeq;BOL.ST;long;;Boliden AB
2025-11-11;;longeq;EQTAB.ST;long;;EQT AB
2025-11-12;;daily_sentiment;AAPL;long;62;
2025-11-12;;daily_sentiment;AMGN;short;58;
2025-11-12;;daily_sentiment;NVDA;long;68;
2025-11-12;;daily_sentiment;TSLA;short;62;
2025-11-12;;daily_sentiment;TSM;long;58;
2025-11-12;;daily_top5;AAPL;long;62;
2025-11-12;;daily_top5;AMGN;long;58;
2025-11-12;;daily_top5;NVDA;long;68;
2025-11-12;;daily_top5;TSLA;long;62;
2025-11-12;;daily_top5;TSM;long;58;
2025-11-12;;longeq;AZN;long;;AstraZeneca plc
2025-11-12;;longeq;BOL.ST;long;;Boliden AB
2025-11-12;;longeq;EQT.ST;long;;EQT AB
2025-11-13;;daily_sentiment;AMZN;long;62;
2025-11-13;;daily_sentiment;CSCO;long;58;
2025-11-13;;daily_sentiment;F;short;62;
2025-11-13;;daily_sentiment;IBM;short;60;
2025-11-13;;daily_sentiment;NFLX;short;58;
2025-11-13;;daily_sentiment;SPY;short;58;
2025-11-13;;daily_top5;AMZN;long;62;
2025-11-13;;daily_top5;CSCO;long;58;
2025-11-13;;daily_top5;F;long;62;
2025-11-13;;daily_top5;IBM;long;60;
2025-11-13;;daily_top5;NFLX;long;58;
2025-11-13;;daily_top5;SPY;long;58;
2025-11-13;;longeq;BOL;long;;Boliden AB
2025-11-13;;longeq;MSFT;long;;Microsoft Corporation
2025-11-13;;longeq;NVDA;long;;NVIDIA Corporation
2025-11-13;;longeq;SKF;long;;SKF AB
2025-11-14;;daily_sentiment;AMD;short;63;
2025-11-14;;daily_sentiment;DIS;short;55;
2025-11-14;;daily_sentiment;MU;long;65;
2025-11-14;;daily_sentiment;NKE;short;56;
2025-11-14;;daily_sentiment;NVDA;short;62;
2025-11-14;;daily_top5;AMD;long;63;
2025-11-14;;daily_top5;DIS;long;55;
2025-11-14;;daily_top5;MU;long;65;
2025-11-14;;daily_top5;NKE;long;56;
2025-11-14;;daily_top5;NVDA;long;62;
2025-11-14;;longeq;BOL.ST;long;;Boliden AB
2025-11-14;;longeq;ERIC;long;;Telefonaktiebolaget LM?Ericsson
2025-11-14;;longeq;MSFT;long;;Microsoft Corporation
2025-11-14;;longeq;NVDA;long;;NVIDIA Corporation
2025-11-15;;longeq;APM;long;;APM?Terminals
2025-11-15;;longeq;KBH;long;;KB?Home
2025-11-15;;longeq;LACX;long;;LACX?Mining Corp
2025-11-15;;longeq;MSFT;long;;Microsoft Corporation
2025-11-15;;longeq;NVDA;long;;NVIDIA Corporation
2025-11-16;;longeq;BOL.ST;long;;Boliden AB
2025-11-16;;longeq;MSFT;long;;Microsoft Corporation
2025-11-16;;longeq;NVDA;long;;NVIDIA Corporation
2025-11-17;;daily_sentiment;AAPL;long;58;
2025-11-17;;daily_sentiment;AMZN;long;62;
2025-11-17;;daily_sentiment;GOOGL;short;68;
2025-11-17;;daily_sentiment;MSFT;neutral;62;
2025-11-17;;daily_sentiment;NVDA;long;56;
2025-11-17;;daily_top5;AAPL;long;58;
2025-11-17;;daily_top5;AMZN;long;62;
2025-11-17;;daily_top5;GOOGL;long;68;
2025-11-17;;daily_top5;MSFT;long;62;
2025-11-17;;daily_top5;NVDA;long;56;
2025-11-17;;longeq;AAPL;long;;Apple Inc.
2025-11-17;;longeq;BHP;long;;BHP Group Ltd.
2025-11-17;;longeq;CAT;long;;Caterpillar Inc.
2025-11-17;;longeq;CSCO;long;;Cisco Systems Inc.
2025-11-17;;longeq;SKLGF;long;;SKF?Group (Class B, Sweden)
2025-11-18;;daily_sentiment;ADBE;long;60;
2025-11-18;;daily_sentiment;CRM;long;62;
2025-11-18;;daily_sentiment;NVDA;long;60;
2025-11-18;;daily_sentiment;ORCL;long;58;
2025-11-18;;daily_sentiment;SQ;short;57;
2025-11-18;;daily_top5;ADBE;long;60;
2025-11-18;;daily_top5;CRM;long;62;
2025-11-18;;daily_top5;NVDA;long;60;
2025-11-18;;daily_top5;ORCL;long;58;
2025-11-18;;daily_top5;SQ;long;57;
2025-11-18;;longeq;AAPL;long;;Apple Inc.
2025-11-18;;longeq;BHP;long;;BHP Group Ltd.
2025-11-18;;longeq;CAT;long;;Caterpillar Inc.
2025-11-18;;longeq;CSCO;long;;Cisco Systems Inc.
2025-11-18;;longeq;SKLGF;long;;SKF?Group (Class?B)
2025-11-19;;daily_sentiment;AAPL;long;58;
2025-11-19;;daily_sentiment;AMZN;long;66;
2025-11-19;;daily_sentiment;DIS;long;58;
2025-11-19;;daily_sentiment;GOOG;short;58;
2025-11-19;;daily_sentiment;NVDA;long;62;
2025-11-19;;daily_top5;AAPL;long;58;
2025-11-19;;daily_top5;AMZN;long;66;
2025-11-19;;daily_top5;DIS;long;58;
2025-11-19;;daily_top5;GOOG;long;58;
2025-11-19;;daily_top5;NVDA;long;62;
2025-11-19;;longeq;AAPL;long;;Apple Inc.
2025-11-19;;longeq;AZN.ST;long;;AstraZeneca PLC
2025-11-19;;longeq;BHP;long;;BHP Group Ltd.
2025-11-19;;longeq;CAT;long;;Caterpillar Inc.
2025-11-19;;longeq;CSCO;long;;Cisco Systems Inc.
2025-11-19;;longeq;ERIC;long;;Telefonaktiebolaget LM Ericsson
2025-11-19;;longeq;NVDA;long;;NVIDIA Corp
2025-11-19;;longeq;SKFB.ST;long;;SKF AB (Sweden)
2025-11-19;;longeq;TICKER;long;;Company
2025-11-19;;longeq;TICKER;long;;Company
2025-11-19;;longeq;TICKER;long;;Company
2025-11-19;;longeq;TICKER;long;;Company
2025-11-19;;longeq;TICKER;long;;Company
2025-11-19;;longeq;TICKER;long;;Company
2025-11-19;;longeq;VOLCAR;long;;B.ST – Volvo Car AB (publ.)
2025-11-19;;longeq;VOLV;long;;B.ST – AB Volvo (publ) B
2025-11-20;;daily_sentiment;META;long;52;
2025-11-20;;daily_sentiment;MSFT;long;64;
2025-11-20;;daily_sentiment;NFLX;long;58;
2025-11-20;;daily_sentiment;SQ;long;58;
2025-11-20;;daily_sentiment;TSLA;short;58;
2025-11-20;;daily_top5;META;long;52;
2025-11-20;;daily_top5;MSFT;long;64;
2025-11-20;;daily_top5;NFLX;long;58;
2025-11-20;;daily_top5;SQ;long;58;
2025-11-20;;daily_top5;TSLA;long;58;
2025-11-20;;longeq;AMD;long;;Advanced Micro Devices Inc.
2025-11-20;;longeq;HUFV;long;;A.ST – Hufvudstaden AB (publ)
2025-11-20;;longeq;NVDA;long;;NVIDIA Corp
2025-11-20;;longeq;SYNSAM.ST;long;;Synsam AB (publ)
2025-11-20;;longeq;WMT;long;;Walmart Inc.
2025-11-21;;daily_sentiment;GPS;long;58;
2025-11-21;;daily_sentiment;LOW;short;58;
2025-11-21;;daily_sentiment;NVDA;long;67;
2025-11-21;;daily_sentiment;ROST;long;64;
2025-11-21;;daily_sentiment;TJX;long;58;
2025-11-21;;daily_top5;GPS;long;58;
2025-11-21;;daily_top5;LOW;long;58;
2025-11-21;;daily_top5;NVDA;long;67;
2025-11-21;;daily_top5;ROST;long;64;
2025-11-21;;daily_top5;TJX;long;58;
2025-11-21;;longeq;ERIC;long;;Telefonaktiebolaget?LM?Ericsson
2025-11-21;;longeq;NVDA;long;;NVIDIA Corporation
2025-11-21;;longeq;TAK;long;;Takkt AG
2025-11-21;;longeq;TEL;long;;Telia Company AB
2025-11-21;;longeq;WMT;long;;Walmart Inc.
2025-11-22;;longeq;AAPL;long;;Apple Inc.
2025-11-22;;longeq;ORSTED.CO;long;;Ørsted A/S
2025-11-22;;longeq;SAND.ST;long;;Sandvik AB
2025-11-22;;longeq;SAP;long;;SAP SE
2025-11-22;;longeq;TSLA;long;;Tesla Inc.
2025-11-23;;longeq;ASML;long;;ASML Holding N.V.
2025-11-23;;longeq;COST;long;;Costco Wholesale Corporation
2025-11-23;;longeq;LRCX;long;;Lam Research Corporation
2025-11-23;;longeq;WBD;long;;Warner Bros. Discovery, Inc.
2025-11-24;;daily_sentiment;AAPL;short;58;
2025-11-24;;daily_sentiment;AMZN;long;62;
2025-11-24;;daily_sentiment;GOOGL;long;62;
2025-11-24;;daily_sentiment;META;long;62;
2025-11-24;;daily_sentiment;NVDA;long;70;
2025-11-24;;daily_top5;AAPL;long;58;
2025-11-24;;daily_top5;AMZN;long;62;
2025-11-24;;daily_top5;GOOGL;long;62;
2025-11-24;;daily_top5;META;long;62;
2025-11-24;;daily_top5;NVDA;long;70;
2025-11-24;;longeq;ASML;long;;ASML?Holding?N.V. (chip lithography)
2025-11-24;;longeq;COST;long;;Costco?Wholesale?Corporation (consumer retail)
2025-11-24;;longeq;LRCX;long;;Lam?Research?Corporation (semiconductor equipment)
2025-11-24;;longeq;WBD;long;;Warner?Bros.?Discovery, Inc. (media)
2025-11-25;;daily_sentiment;AAPL;short;58;
2025-11-25;;daily_sentiment;AMZN;long;62;
2025-11-25;;daily_sentiment;GOOGL;short;62;
2025-11-25;;daily_sentiment;META;long;60;
2025-11-25;;daily_sentiment;NVDA;long;58;
2025-11-25;;daily_top5;AAPL;long;58;
2025-11-25;;daily_top5;AMZN;long;62;
2025-11-25;;daily_top5;GOOGL;long;62;
2025-11-25;;daily_top5;META;long;60;
2025-11-25;;daily_top5;NVDA;long;58;
2025-11-25;;longeq;ALB;long;;Albemarle?Corporation (lithium/EV materials)
2025-11-25;;longeq;ASML;long;;ASML?Holding?N.V. (semiconductor equipment)
2025-11-25;;longeq;COST;long;;Costco?Wholesale?Corporation (consumer retail)
2025-11-25;;longeq;LRCX;long;;Lam?Research?Corporation (semiconductor manufacturing)
2025-11-25;;longeq;PTC;long;;PTC?Inc. (industrial software)
2025-11-26;;daily_sentiment;AMZN;long;62;
2025-11-26;;daily_sentiment;KSS;short;64;
2025-11-26;;daily_sentiment;META;long;58;
2025-11-26;;daily_sentiment;NVDA;short;58;
2025-11-26;;daily_sentiment;PARAA;short;64;
2025-11-26;;daily_top5;AMZN;long;62;
2025-11-26;;daily_top5;KSS;long;64;
2025-11-26;;daily_top5;META;long;58;
2025-11-26;;daily_top5;NVDA;long;58;
2025-11-26;;daily_top5;PARAA;long;64;
2025-11-27;;daily_sentiment;AAPL;short;58;
2025-11-27;;daily_sentiment;AMZN;long;65;
2025-11-27;;daily_sentiment;DIS;short;58;
2025-11-27;;daily_sentiment;META;long;58;
2025-11-27;;daily_sentiment;NVDA;long;65;
2025-11-27;;daily_top5;AAPL;long;58;
2025-11-27;;daily_top5;AMZN;long;65;
2025-11-27;;daily_top5;DIS;long;58;
2025-11-27;;daily_top5;META;long;58;
2025-11-27;;daily_top5;NVDA;long;65;
2025-11-30;;daily_sentiment;9984.T;short;62;
2025-11-30;;daily_sentiment;AAPL;short;58;
2025-11-30;;daily_sentiment;GOOGL;long;58;
2025-11-30;;daily_sentiment;META;long;62;
2025-11-30;;daily_sentiment;NVDA;long;58;
2025-11-30;;daily_top5;9984.T;long;62;
2025-11-30;;daily_top5;AAPL;long;58;
2025-11-30;;daily_top5;GOOGL;long;58;
2025-11-30;;daily_top5;META;long;62;
2025-11-30;;daily_top5;NVDA;long;58;
2025-12-01;;daily_sentiment;AAPL;short;58;
2025-12-01;;daily_sentiment;DIS;short;62;
2025-12-01;;daily_sentiment;META;long;64;
2025-12-01;;daily_sentiment;MSFT;long;60;
2025-12-01;;daily_sentiment;NVDA;long;65;
2025-12-01;;daily_top5;AAPL;long;58;
2025-12-01;;daily_top5;DIS;long;62;
2025-12-01;;daily_top5;META;long;64;
2025-12-01;;daily_top5;MSFT;long;60;
2025-12-01;;daily_top5;NVDA;long;65;
2025-12-02;;daily_sentiment;AAPL;long;58;
2025-12-02;;daily_sentiment;AMZN;short;57;
2025-12-02;;daily_sentiment;DIS;short;56;
